"","genre","followers"
"245","glitchcore",4344876
"7110","garage rock revival",4336609
"1480","swedish trap pop",4335085
"4923","future house",4334859
"1400","future garage",4321253
"5006","velha guarda",4307608
"1064","otacore",4288278
"3442","noise pop",4282517
"1005","reggaeton chileno",4274262
"1584"," power pop",4264145
"2650","rap politico",4226472
"1818","cumbia sonidera",4222843
"430","german indie",4222359
"4083","rawstyle",4216658
"6516","modern power pop",4202481
"536"," malaysian pop",4196552
"612","classic malaysian pop",4196552
"1469"," deep house",4178606
"689"," emo rap",4175311
"2074"," dream pop",4148963
"3118","classic hardstyle",4143684
"2019","rock uruguayo",4134468
"2690","folk rock italiano",4109349
"7478","symphonic metal",4105327
"1848"," symphonic metal",4104737
"2733","gothic symphonic metal",4104513
"7316","spacegrunge",4094333
"2931","gaming dubstep",4090885
"1357","canadian electropop",4089862
"2339","singaporean pop",4071659
"3049","syrian pop",4070971
"4633","salsa international",4065401
"7481","post-hardcore",4061343
"5842","pakistani folk",4061034
"1065","acoustic cover",4059272
"1936","hardcore punk",4059051
"1999","italian alternative",4045128
"4525","comedy",4032570
"897","cubaton",4028208
"2498","merengue",4026419
"2987","rap mineiro",4013369
"4065","float house",4010423
"2622","afro house",4010359
"1342","czech rock",4002409
"2598","turkish deep house",3933989
"2696","deep underground hip hop",3929452
"8"," reggae fusion",3921347
"1540","australian reggae fusion",3921347
"4022","deep southern trap",3912683
"593","deep tropical house",3909950
"3973","marathi pop",3896950
"2045","pop virale italiano",3873026
"2349"," ska",3855646
"6875","viola",3847229
"2065","pop chileno",3846975
"5659","corridos clasicos",3844720
"720","finnish hip hop",3823997
"3864","bebop",3815939
"544","ukrainian rock",3815012
"4097","deep disco",3807989
"5558","norteno-sax",3803125
"125","australian alternative rock",3802520
"3723","gothic metal",3783375
"1365","australian talent show",3781881
"1530","viral trap",3779139
"7513","spanish new wave",3778675
"1952","palm desert scene",3777976
"1186"," disco house",3764938
"2718","deep disco house",3764938
"543","romanian trap",3757653
"6052","zhongguo feng",3756896
"1420","british folk",3741865
"4063","old school dancehall",3737648
"5682","lds",3734582
"4526","electroclash",3729508
"3365","cumbia santafesina",3728926
"362","k-indie",3728183
"2563","german soundtrack",3726904
"1889","taiwan indie",3716304
"6960","athens indie",3693881
"1421","german reggae",3687769
"98","classic colombian pop",3684871
"2899"," colombian pop",3684871
"1826","alternative country",3684776
"3462","anti-folk",3684670
"5921","gospel r&b",3678649
"1787","singaporean mandopop",3660650
"90","danish hip hop",3655308
"2240","edmonton indie",3648840
"4020"," violin",3637891
"1255","rap inde",3633755
"3728","mizrahi",3632219
"3345","colombian rock",3630464
"3181","st louis rap",3628595
"5855","traphall",3627040
"6855","mambo",3619588
"6992","hard bop",3616870
"1198","salsa choke",3614991
"855"," garage rock",3607862
"4806","video game music",3602558
"2170","rap underground espanol",3592799
"5117","vietnamese trap",3587182
"1145","chilean indie",3586788
"6843","cyberpunk",3584687
"533","malay rap",3581672
"3672","uk dancehall",3571339
"4079","kansas city hip hop",3569413
"2738","dancehall queen",3567464
"514","chinese electropop",3564282
"1024","kazakh hip hop",3563795
"3314","afghan pop",3561546
"2424","eau claire indie",3554893
"6265","pop violin",3551296
"7289","boston rock",3550295
"6973","rap genovese",3540862
"611","icelandic pop",3531762
"3578","baglama",3518343
"2433","korean mask singer",3503522
"3645","classical tenor",3497914
"700","afrikaans",3489081
"5016","hardcore techno",3488401
"2307","belgian dance",3474542
"2508","pacific islands pop",3471825
"2667","canadian latin",3465072
"3224","sholawat",3446497
"2399","cdo indie",3427829
"4880","cool jazz",3425195
"656","romanian rap",3424831
"5022","filthstep",3423981
"2611","azeri rap",3413896
"6869","psychedelic soul",3411906
"1582","indie surf",3411722
"1023","boston hip hop",3399623
"2354","grave wave",3391223
"4836","livetronica",3391094
"5058","futuristic swag",3377950
"3408","r&b argentino",3372854
"5203","reggae tuga",3362135
"2725","modern alternative pop",3358464
"7673","sacramento indie",3355837
"2556","indie anthem-folk",3353105
"4883","classic bhangra",3344057
"2271","rkt",3301792
"486","turkce slow sarkilar",3301519
"3681","vietnamese pop",3300652
"734","german pop rock",3300155
"3156","cello",3264627
"4479","new orleans jazz",3245701
"2528","indian singer-songwriter",3232513
"7779","vancouver indie",3218972
"971","lo-fi chill",3218382
"496","bulgarian pop",3208754
"6519","russian emo",3186588
"774","russian emo rap",3186267
"1180","rock kapak",3171705
"5575","italian tenor",3159258
"2565","electro swing",3155942
"1460","canzone napoletana",3154387
"3457","psychedelic trance",3148218
"2960","turkish instrumental",3147473
"4266","glitch hop",3132505
"4606","acoustic blues",3130279
"2991","hamburg electronic",3123847
"1288","sandalwood",3122204
"873","chill pop",3119486
"2151","diva house",3111431
"349","kizomba",3110267
"5069","nashville hip hop",3108102
"6020","abstract",3105252
"6173","ectofolk",3101444
"2630","asian american hip hop",3096101
"1474","russian drill",3088835
"59","arab alternative",3084217
"2284","israeli singer-songwriter",3076630
"4741","modern dream pop",3065185
"2748","brazilian indie",3063059
"4348","lo-fi indie",3055064
"6666","liedermacher",3052616
"5336","ye ye",3051027
"279","swedish idol pop",3033981
"898","african rock",3028462
"3666","new york drill",3022385
"5868","violao",3020135
"6899","scam rap",3017933
"1409","kosovan pop",3004333
"792","kasi rap",2994629
"2031","high vibe",2983265
"49","thai folk rock",2974522
"2099","nasheed",2974132
"2687","boom bap espanol",2972121
"1812","central asian hip hop",2952721
"6715","german singer-songwriter",2939686
"4168","gujarati garba",2936155
"3591","dreamo",2927795
"1759","australian indie folk",2927605
"2932","japanese soul",2915572
"2369","portland hip hop",2915277
"4688","drift",2911366
"2988","vapor pop",2911063
"2231","icelandic rock",2909824
"3998","indie jazz",2899239
"2438","swedish singer-songwriter",2895538
"2252","german house",2894448
"1227","minimal tech house",2870676
"170","afro r&b",2868871
"5412","rap antillais",2866396
"6304","shib",2860238
"3019","baltimore indie",2858148
"1368","danish electronic",2856008
"1450","g-house",2853546
"7161","tamaulipas rap",2848144
"5832","shibuya-kei",2833605
"3821","polish classical",2820457
"3222","peruvian hip hop",2819368
"7772","musica aragonesa",2817724
"2933","classic dubstep",2806022
"2815","british indie rock",2805758
"2942","rap feminino nacional",2804730
"4226","dixieland",2797579
"3755","brega romantico",2786525
"7197","puerto rican rock",2786088
"3512","new age",2761465
"4309","cosmic american",2757253
"907","drift phonk",2750624
"2361"," phonk",2750624
"1183","antiviral pop",2744884
"731"," classic rock",2740728
"7087","quebec indie",2735681
"5676","contemporary post-bop",2723886
"7728","impressionism",2717426
"1969","scottish singer-songwriter",2716066
"4794","hindustani classical",2713817
"3594","ghanaian pop",2712130
"3797","chopped and screwed",2690299
"1850","russian post-punk",2686806
"2134","rap canario",2679132
"1438","irish indie",2667584
"5853","proto-hyperpop",2660531
"2006","uk reggae",2659467
"2612","danish rock",2654811
"3942","organic house",2650210
"3661","indie rock mexicano",2645741
"5569","danish metal",2644143
"4153","rai algerien",2641688
"5114","viral pop brasileiro",2625815
"1735","bassline",2619768
"3452","chicago blues",2613672
"4540","seattle indie",2610465
"6048","country gospel",2610319
"3376"," shoegaze",2599652
"6956","german punk",2598555
"5520","melodic techno",2591260
"6809","tipico",2587356
"2729","iskelma",2586747
"563","belarusian hip hop",2571775
"236","malaysian indie",2567992
"896","swedish gangsta rap",2541648
"1795","instrumental grime",2539466
"4759","jazz saxophone",2538580
"3","christlicher rap",2538377
"4299","world fusion",2537328
"6276","chicago hardcore",2530578
"198","early modern classical",2525417
"4617","salsa venezolana",2519977
"3191","nz reggae",2519003
"1168","gothenburg indie",2509928
"1508","popping",2508160
"6441","transpop",2487707
"3203","sky room",2487529
"684","carnaval cadiz",2485598
"3739"," opera",2481556
"3825","folktronica",2476140
"2457","icelandic indie",2472321
"2115","chihuahua indie",2469158
"5859","korean old school hip hop",2466531
"5670","italian baroque",2466139
"4247","laboratorio",2454181
"1868"," post-rock",2450046
"193","taiwan hip hop",2448734
"5806","brazilian jazz",2447009
"5174","nova musica pernambucana",2445447
"2086","j-metal",2443309
"76","anime score",2436758
"3515","brazilian ccm",2415806
"2603","pop house",2407873
"5511","kansas hip hop",2407723
"7577","modern hard rock",2404793
"5052","rap sardegna",2403906
"4392","trap antillais",2402074
"1331","acoustic opm",2399216
"2105","indie garage rock",2397424
"4305","stride",2397282
"4267","musica juiz-forana",2394999
"3527","chillstep",2391231
"1699","classic indo pop",2388029
"5830","acoustic rock",2380246
"3757","lo-fi beats",2379026
"1109","latin viral rap",2376451
"6160","brazilian soul",2373803
"3689","arkansas hip hop",2369773
"1770","indie liguria",2368693
"2976","jump up",2368421
"1467","traprun",2357082
"3479","pop teen brasileiro",2356413
"3055","electronica argentina",2353952
"5579","rap uliczny",2340044
"827","australian alternative pop",2333249
"190","russian drain",2319377
"6955","post-screamo",2317067
"2390","electro-pop francais",2314293
"1980","mambo chileno",2313748
"839","classic soundtrack",2311817
"1954","trap dominicano",2302285
"2701","bitpop",2300581
"1837","fado",2289830
"2450","russian electronic",2287548
"6789","musica andina",2286278
"820","bergen indie",2284104
"2511","middle earth",2283470
"847","entehno",2283113
"2247","danish pop rock",2280038
"4319","experimental r&b",2278621
"4045","malayalam pop",2278334
"6288"," contemporary jazz",2276933
"2574","comic metal",2276914
"3988","oldschool deutschrap",2275761
"5795","finnish power metal",2267620
"6233","rock baiano",2262538
"1605","ottawa rap",2260503
"710","chicha",2260145
"3715","italo dance",2255317
"4698","bongo flava",2255005
"3953","italian reggae",2238828
"1958","indonesian city pop",2237765
"547","comedy rap",2226707
"1580","manchester hip hop",2219479
"1723","thai folk pop",2215784
"2127","neoperreo",2207401
"3650"," orchestra",2203352
"465","hungarian hip hop",2200908
"7081"," irish indie",2193759
"1292","russian grime",2192360
"2147","celtic punk",2190594
"7527","piano blues",2166593
"2614","guadalajara indie",2159197
"589","k-pop reality show",2149707
"1228","russian punk",2143521
"3218","bc underground hip hop",2141058
"3435","trap pesado",2138970
"5374","rock independant francais",2138593
"1283","czech folk",2137065
"3704","tecnobrega",2132687
"6380","indian rock",2131564
"4341","jazz guitar",2128080
"935","austropop",2124188
"7151","banda jalisciense",2124155
"4174","nederpop",2121554
"713","kiwi rock",2118328
"293","thai idol",2111807
"3221","french shoegaze",2110063
"799"," rock-and-roll",2109383
"1158","rock viet",2106835
"1671","icelandic singer-songwriter",2104944
"7303","rock gaucho",2101295
"4451","bluegrass",2099645
"4960","rock andaluz",2099105
"240","german alternative rock",2097234
"4002","mexican rock-and-roll",2097147
"1192","swedish dancehall",2097111
"893","danspunk",2095172
"1970","levenslied",2094942
"1937"," post-hardcore",2091337
"435","aussie drill",2076333
"2190","abstract hip hop",2067073
"6614","icelandic experimental",2061919
"2075","chicago soul",2053394
"2530","musica catalana",2047648
"5035","happy hardcore",2047579
"5755","sacramento hip hop",2045426
"3091","chillhop",2044201
"4385","liquid funk",2038584
"3171","native american",2033329
"7510","art punk",2031983
"2232","pinoy alternative rap",2031153
"7109"," death metal",2030172
"2949","classical piano",2027727
"1727","birmingham grime",2026295
"1167","chicago indie",2019064
"3491","swedish indie rock",2012577
"5756","papuri",2000403
"6473","scottish new wave",1999823
"4234","swedish hard rock",1999550
"4712","uk dnb",1998673
"2126","movie tunes",1996053
"4766","organic electronic",1994665
"921","malaysian mandopop",1992760
"586","classic danish pop",1987781
"587"," danish pop",1987781
"4204","honky tonk",1982372
"2816","austindie",1979412
"5100","japanese classical",1976727
"694","electropowerpop",1970761
"1741","brazilian emo",1970564
"2158","ukrainian indie",1968556
"6532","nintendocore",1961732
"2265","swedish alternative rock",1961509
"2210","swedish soul",1952825
"4243","country blues",1951818
"6171","samba-rock",1949725
"1367","chinese r&b",1949196
"1586","cumbia paraguaya",1945550
"1262","vietnamese bolero",1937024
"7399"," bolero",1937024
"5422","texas latin rap",1928112
"5097"," noise",1925274
"6970","leicester indie",1923717
"2705","swedish americana",1919294
"1854","romanian house",1919176
"3305","anthem worship",1913870
"782","chinese hip hop",1913346
"1222","broadway",1909109
"1649","alternative pop rock",1890209
"5036","french jazz",1883880
"3571","thai teen pop",1877783
"95","deep talent show",1874661
"5469","uk contemporary jazz",1872005
"3052"," bluegrass",1868354
"5275","boogie",1866506
"6093","progressive bluegrass",1865695
"3236","kavkaz",1861629
"3277","tunisian pop",1850552
"1505","sheilat",1846079
"48","pinoy singer-songwriter",1843146
"2177","japanese jazz",1840675
"1230","rave funk",1837273
"1877","swedish tropical house",1832055
"4512","contemporary classical",1831419
"28","estonian hip hop",1828912
"3855","duranguense",1825180
"6591","samba paulista",1821024
"1254","swedish jazz",1820731
"4199","korean city pop",1819982
"491","israeli hip hop",1816138
"4128"," classical piano",1808371
"960","chilean hardcore",1801975
"447","chanson virale",1800690
"5123","jamaican hip hop",1792057
"5530","scorecore",1791650
"2841","czech pop rock",1787362
"182"," rai",1786160
"1978","deep rai",1786160
