"","genre","avgFollowers"
"47","dutch house",217528.492537313
"1645","a cappella",217287.681818182
"783","nz pop",216692.061538462
"6724","french rock",216403.875
"4479","new orleans jazz",216380.066666667
"2614","guadalajara indie",215919.7
"3542"," post-punk",215654.412698413
"2528","indian singer-songwriter",215500.866666667
"2965","mod revival",214890.333333333
"6330","bandinhas",214226.5
"4873","swedish synth",214179.870967742
"2023","turkce drill",213975.194444444
"6170","romantico",213566.227272727
"2022","gen z singer-songwriter",213428.333333333
"315","khaliji",213273.461538462
"3881","turk sanat muzigi",212730.833333333
"3804","filter house",212347.701030928
"164","german pop",211969.170305677
"1336","canadian country",211704.666666667
"6480","new delhi indie",210661.833333333
"2746","ghanaian hip hop",210337.318181818
"1896","nigerian pop",210040.131736527
"4002","mexican rock-and-roll",209714.7
"254"," folk rock",209279.818181818
"1461","turkish trap pop",208897.970930233
"4453","musica eletronica gospel",208801.5
"3962","trova",207887.896551724
"3177","baroque",207339.427631579
"1070","bronx hip hop",206998.586206897
"1850","russian post-punk",206677.384615385
"1462","concurso de talentos argentino",205759.5
"1605","ottawa rap",205500.272727273
"688","aesthetic rap",205174.628571429
"4746","dance-punk",204454.954545455
"7313","japanese metalcore",203367.5
"2401","british singer-songwriter",203190.04
"5270","parody",202698.4
"5447","lo-fi product",202634.6
"2013","psychedelic pop",201479.5
"5868","violao",201342.333333333
"6111","canadian classical",201197.666666667
"662","gauze pop",200783.4
"1214","trap venezolano",200474.541666667
"3060","hamburg hip hop",200249.176470588
"3922","samba-enredo",200067
"320","canadian indie",199831.902439024
"4072","rap baixada fluminense",199673.571428571
"2354","grave wave",199483.705882353
"5123","jamaican hip hop",199117.444444444
"825","korean r&b",199010.283018868
"3132","ninja",198578.98
"6246","ontario indie",198377.333333333
"5754","new jersey indie",197850.571428571
"3272","copla",197216.125
"7210","chinese talent show",197213
"2962","uzbek pop",196937.555555556
"5623","shred",196044.714285714
"3386","nueva cancion",196035.5625
"1674","egyptian trap",195795.833333333
"3332","japanese electropop",195753.833333333
"151","mexican indie",195701.921875
"3059","cuatro venezolano",195472.4
"945"," rumba",195258
"407","hollywood",192906.66
"1627","electronica",192760.409972299
"5066","german techno",192596.655555556
"1360","finnish metal",191873.565217391
"799"," rock-and-roll",191762.090909091
"211","argentine punk",191180.777777778
"5667"," rock gaucho",191011.666666667
"6277","novo rock gaucho",191011.666666667
"7390","rap cristao",190965.75
"1380","afropop",190832
"5336","ye ye",190689.1875
"6992","hard bop",190361.578947368
"820","bergen indie",190342
"2256","pinoy indie",190144.511627907
"408","deep turkish pop",190070.272727273
"7440","bansuri",190036
"2703","indie curitibano",189949.142857143
"6746","turkish punk",189725.428571429
"1076","afro soul",189724.844594595
"2612","danish rock",189629.357142857
"3771"," renaissance",189614.290322581
"6097","kc indie",189328.25
"1644","indie folk",189282.693467337
"4123","rap belge",189015.066666667
"6899","scam rap",188620.8125
"780","salsa peruana",188365.233333333
"3222","peruvian hip hop",187957.866666667
"5058","futuristic swag",187663.888888889
"1224","irish pop",187663.137931034
"6300","alternative pop",187534.581967213
"7139","darksynth",186942.25
"3344","musica santomense",186772
"256"," singer-songwriter",186603.745481928
"2441","modern indie pop",186381.448275862
"658","latin talent show",186271.215686275
"1335","khaleeji iraqi",185466.791666667
"6741","kayokyoku",185443.666666667
"5621","freestyle",185366.363636364
"1722","melodic drill",184933.212121212
"4266","glitch hop",184265
"98","classic colombian pop",184243.55
"2899"," colombian pop",184243.55
"5850","san diego indie",183962
"1491","indie soul",183632.373205742
"3306"," ccm",183626.125
"1856","jordanian pop",183514.444444444
"2012","big beat",183459.316455696
"486","turkce slow sarkilar",183417.722222222
"3367","italian progressive rock",183235
"5542","harlem hip hop",182457.038461538
"1316","pop peruano",182434.355932203
"1229"," russian rock",182209.16
"1825","classic russian rock",182209.16
"2369","portland hip hop",182204.8125
"1496","electronic trap",181672.828571429
"6810","shamanic",181651
"3479","pop teen brasileiro",181262.538461538
"168"," rap francais",181013.761904762
"5060","old school rap francais",181013.761904762
"178","v-pop",180897.080321285
"427","chanson",180640.229885057
"3872","pinoy trap",180560.5
"447","chanson virale",180069
"4516"," praise",180060.6
"1173","shanty",179813
"1803","uk contemporary r&b",179664.010869565
"3725","belarusian rock",179633.2
"1067"," viral pop",179607.687943262
"3488","new weird finland",179605
"2597","rumba",179602.841121495
"1508","popping",179154.285714286
"1023","boston hip hop",178927.526315789
"2607","alternative americana",178894.714285714
"4081","experimental pop",178765.166666667
"758","disco",178174.141199226
"6451","russian alternative rock",177456
"3455","azonto",177015.507042254
"2817","reggae en espanol",176936.849056604
"1065","acoustic cover",176490.086956522
"4916","neo-classical",176409.657142857
"7642","fort worth indie",176364
"4487","late romantic era",176275.885714286
"4776","chamber ensemble",176247
"2650","rap politico",176103
"1691","chillwave",175844.94047619
"188"," pop dance",175516.037037037
"1907"," tunisian pop",175447
"7372","classic tunisian pop",175447
"4247","laboratorio",175298.642857143
"49","thai folk rock",174971.882352941
"5806","brazilian jazz",174786.357142857
"3996","african reggae",174642.25
"5291","nitzhonot",174029.5
"181","moroccan pop",174014.159090909
"2697","sovietwave",173604.2
"1008","azontobeats",173543.147826087
"5920","renaissance",173211
"266","mahraganat",172768.08974359
"5933","musica popular mineira",172428
"2019","rock uruguayo",172269.5
"7513","spanish new wave",171757.954545455
"4877","intelligent dance music",171273.43902439
"742","turkish jazz",171262.844827586
"5036","french jazz",171261.818181818
"7613","pennsylvania hardcore",171197
"6382","funk evangelico",171157
"2598","turkish deep house",171043
"7528","scream rap",170845.9
"4191","indiana hip hop",170222.857142857
"592","detroit trap",169823.275
"860","egyptian alternative",169667.9375
"7486","free folk",169365
"66","german hip hop",169317.965376782
"7109"," death metal",169181
"1569","dutch trance",169126.815789474
"1818","cumbia sonidera",168913.72
"1122","operatic pop",168870.56
"635","thai indie rock",168830.214285714
"359"," gangster rap",168697.878787879
"735","russian gangster rap",168697.878787879
"901","vocaloid",168694.205882353
"3440"," reggae",168463.215838509
"152","egyptian hip hop",168420.642857143
"7763","venezuelan rock",168211.375
"4425","rabindra sangeet",167977.5
"994","indian edm",167939.666666667
"1481","cumbia",167408.006396588
"2152","australian electropop",167094.272727273
"4452","anthem emo",166644
"1201","compositional ambient",166521.058823529
"1353"," synthpop",166370.692307692
"2335","drill francais",166241.620689655
"2862","rhode island rap",166174.777777778
"3590","post-minimalism",166029.4
"545","russian hip hop",165730.7265625
"5006","velha guarda",165677.230769231
"6955","post-screamo",165504.785714286
"210","panamanian pop",165381.657142857
"125","australian alternative rock",165326.956521739
"3825","folktronica",165076
"7584","traditional country",165026.875
"5602","schranz",164491
"3572","gainesville indie",164189
"71","drill espanol",164072.540540541
"3392","folclore salteno",164071.5
"3704","tecnobrega",164052.846153846
"38"," uk pop",163248.444444444
"1399","classic uk pop",163248.444444444
"6274","synth punk",162887.75
"4243","country blues",162651.5
"277","dominican pop",162387.035897436
"440","cumbia chilena",162240.384615385
"391","thai indie pop",161966.813953488
"70"," house",161445.26860428
"710","chicha",161438.928571429
"5586","east coast reggae",161005.9
"835","albanian hip hop",160590.46
"3378","nantes indie",160458.888888889
"6428","japanese ska",160187.25
"3259","indian indie",160106.305555556
"3762","old school hip hop",160088.603053435
"736","cumbia 420",160041.622641509
"3471","south african trap",159965.741935484
"2705","swedish americana",159941.166666667
"6719","korean dream pop",159801
"2556","indie anthem-folk",159671.666666667
"1441","house",159347.465437788
"3666","new york drill",159072.894736842
"6376","west bengali pop",158964.142857143
"5992","tatar pop",158846.6
"7719","argentine hardcore",158543
"5558","norteno-sax",158463.541666667
"409"," turkish pop",158314.556818182
"5895","nueva ola chilena",158028.833333333
"1144","south african pop",157795.367346939
"2173","pop flamenco",157724.4
"575","contemporary vocal jazz",157707.448979592
"5256","nu jazz",157636.631578947
"5755","sacramento hip hop",157340.461538462
"3518","jazz trumpet",157299.045454545
"7477","korean indie folk",157225.333333333
"7560","cape verdean folk",157155.5
"3021","reggae rock",157055.633333333
"384","cumbia del sureste",156941.75
"4819","gaita zuliana",156755
"1292","russian grime",156597.142857143
"144"," reggaeton",156433.761904762
"712","pop reggaeton",156433.761904762
"7217","black punk",156310.666666667
"3236","kavkaz",155135.75
"4290","experimental hip hop",154920.28125
"6089","american folk revival",154586.625
"4168","gujarati garba",154534.473684211
"809","uk hip hop",154452.263157895
"2987","rap mineiro",154360.346153846
"908","australian indie",154322.313953488
"1305","italian indie pop",153954.152542373
"4721","kirtan",153889
"5901","german heavy metal",153880
"504","indie viet",153656.34
"3512","new age",153414.722222222
"1868"," post-rock",153127.875
"1318","belarusian pop",152778.375
"1657","classic anime",152456
"238","thai pop",152437.271186441
"814","afroswing",152308.865384615
"755","japanese alternative rock",151934.470588235
"2140","balkan beats",151782
"253"," folk",151534.991160221
"713","kiwi rock",151309.142857143
"5110","retro soul",151168.444444444
"7481","post-hardcore",150420.111111111
"613","bomba y plena",150366.666666667
"7832","mexican metal",150058
"39","c-pop",149954.383561644
"4960","rock andaluz",149936.071428571
"3973","marathi pop",149882.692307692
"7026","viking folk",149851.666666667
"2105","indie garage rock",149839
"483","mollywood",149829.701923077
"6446","russian modern classical",149598.166666667
"91","pinoy hip hop",149437.336363636
"5130","musica andina chilena",149348.7
"2134","rap canario",148840.666666667
"4108","ska revival",148696.833333333
"819","hokkaido indie",148604.75
"5342","trap catala",148099.5
"2431","trap soul",147965.181818182
"7226","latin metal",147910.818181818
"1061","russian pop",147900.960784314
"1812","central asian hip hop",147636.05
"1826","alternative country",147391.04
"6038","jazz rap",147376.675675676
"5857","wrestling",147285.666666667
"2666","russian trap",147255.762711864
"5254","hyphy",146686.372881356
"6693","praise",146403.818181818
"6487"," sound",146390.539130435
"335","german drill",146229.407407407
"577"," vocal jazz",146223.909090909
"2659","trap funk",146166.676470588
"1568","meme rap",146128.755102041
"7354","jamtronica",145924.25
"2726","indonesian reggae",145826.571428571
"6666","liedermacher",145362.666666667
"947","funk mtg",145345.138211382
"5855","traphall",145081.6
"5633","limerick indie",144673
"1183","antiviral pop",144467.578947368
"855"," garage rock",144314.48
"1536","latin jazz",144129.30952381
"3549","tagalog rap",144004.529411765
"7129","hyperpop brasileiro",143652
"4966","melodic deathcore",143316.5
"590","belgian edm",143094.428571429
"7545","berlin school",143044
"1228","russian punk",142901.4
"380"," trap",142689.697115385
"3736","italian underground hip hop",142573.7
"1024","kazakh hip hop",142551.8
"2065","pop chileno",142480.555555556
"630"," new wave",142444.1875
"1148","ambient",142292.728323699
"4606","acoustic blues",142285.409090909
"7044","spanish rockabilly",142158
"6453","samba moderno",142008.333333333
"7373"," maghreb",141975.857142857
"7484","reggae maghreb",141975.857142857
"2298","trap carioca",141620.617647059
"1158","rock viet",140455.666666667
"1882","urbano espanol",140434.132596685
"2696","deep underground hip hop",140337.571428571
"5907","tropical alternativo",140334
"59","arab alternative",140191.681818182
"2006","uk reggae",139971.947368421
"3282"," flamenco",139755.480620155
"7073","japanese new wave",139660.6
"3345","colombian rock",139633.230769231
"5404","german metalcore",139572.6
"7466","forro instrumental",139151.5
"3453","battle rap",138970.511111111
"2932","japanese soul",138836.761904762
"4999","solo wave",138568.818181818
"2074"," dream pop",138298.766666667
"5422","texas latin rap",137722.285714286
"6742","rock alternativo espanol",137548.166666667
"4079","kansas city hip hop",137285.115384615
"6394","cumbia colombiana regia",137244
"123","israeli mediterranean",137048.431372549
"2408","instrumental surf",136891.333333333
"5975","popwave",136747.6
"1270","russian witch house",136081.714285714
"1271"," witch house",136081.714285714
"4389","instrumental funk",135913.916666667
"132"," electropop",135552.219373219
"4923","future house",135464.34375
"4241","breakbeat",135344.224489796
"249","mandopop",135306.881656805
"2047","ai",135206.361090641
"7213","canadian soundtrack",134658
"1747","vietnamese melodic rap",134470.789473684
"4264","chamber psych",134248.904761905
"1452","german dance",134211.767857143
"4"," german hip hop",134197.967479675
"351","deep german hip hop",134197.967479675
"7133","musica sarda",134110
